Column1;col1;col2
2237;u+0001f3c7u+0001f3ff;\xf0\x9f\x8f\x87\xf0\x9f\x8f\xbf
2238;u+0001f3ca;\xf0\x9f\x8f\x8a
2239;u+0001f3cau+0001f3fb;\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb
2240;u+0001f3ca;\xf0\x9f\x8f\x8a
2241;u+0001f3cau+0001f3fc;\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc
2242;u+0001f3ca;\xf0\x9f\x8f\x8a
2243;u+0001f3cau+0001f3fd;\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd
2244;u+0001f3ca;\xf0\x9f\x8f\x8a
2245;u+0001f3cau+0001f3fe;\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe
2246;u+0001f3ca;\xf0\x9f\x8f\x8a
2247;u+0001f3cau+0001f3ff;\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf
2248;u+0001f3cb;\xf0\x9f\x8f\x8b
2249;u+0001f3cbu+0001f3fb;\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbb
2250;u+0001f3cb;\xf0\x9f\x8f\x8b
2251;u+0001f3cbu+0001f3fc;\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbc
2252;u+0001f3cb;\xf0\x9f\x8f\x8b
2253;u+0001f3cbu+0001f3fd;\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbd
2254;u+0001f3cb;\xf0\x9f\x8f\x8b
2255;u+0001f3cbu+0001f3fe;\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbe
2256;u+0001f3cb;\xf0\x9f\x8f\x8b
2257;u+0001f3cbu+0001f3ff;\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbf
2258;u+0001f3cc;\xf0\x9f\x8f\x8c
2259;u+0001f3ccu+0001f3fb;\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbb
2260;u+0001f3cc;\xf0\x9f\x8f\x8c
2261;u+0001f3ccu+0001f3fc;\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbc
2262;u+0001f3cc;\xf0\x9f\x8f\x8c
2263;u+0001f3ccu+0001f3fd;\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbd
2264;u+0001f3cc;\xf0\x9f\x8f\x8c
2265;u+0001f3ccu+0001f3fe;\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbe
2266;u+0001f3cc;\xf0\x9f\x8f\x8c
2267;u+0001f3ccu+0001f3ff;\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbf
2268;u+0001f442;\xf0\x9f\x91\x82
2269;u+0001f442u+0001f3fb;\xf0\x9f\x91\x82\xf0\x9f\x8f\xbb
2270;u+0001f442;\xf0\x9f\x91\x82
2271;u+0001f442u+0001f3fc;\xf0\x9f\x91\x82\xf0\x9f\x8f\xbc
2272;u+0001f442;\xf0\x9f\x91\x82
2273;u+0001f442u+0001f3fd;\xf0\x9f\x91\x82\xf0\x9f\x8f\xbd
2274;u+0001f442;\xf0\x9f\x91\x82
2275;u+0001f442u+0001f3fe;\xf0\x9f\x91\x82\xf0\x9f\x8f\xbe
2276;u+0001f442;\xf0\x9f\x91\x82
2277;u+0001f442u+0001f3ff;\xf0\x9f\x91\x82\xf0\x9f\x8f\xbf
2278;u+0001f443;\xf0\x9f\x91\x83
2279;u+0001f443u+0001f3fb;\xf0\x9f\x91\x83\xf0\x9f\x8f\xbb
2280;u+0001f443;\xf0\x9f\x91\x83
2281;u+0001f443u+0001f3fc;\xf0\x9f\x91\x83\xf0\x9f\x8f\xbc
2282;u+0001f443;\xf0\x9f\x91\x83
2283;u+0001f443u+0001f3fd;\xf0\x9f\x91\x83\xf0\x9f\x8f\xbd
2284;u+0001f443;\xf0\x9f\x91\x83
2285;u+0001f443u+0001f3fe;\xf0\x9f\x91\x83\xf0\x9f\x8f\xbe
2286;u+0001f443;\xf0\x9f\x91\x83
2287;u+0001f443u+0001f3ff;\xf0\x9f\x91\x83\xf0\x9f\x8f\xbf
2288;u+0001f446;\xf0\x9f\x91\x86
2289;u+0001f446u+0001f3fb;\xf0\x9f\x91\x86\xf0\x9f\x8f\xbb
2290;u+0001f446;\xf0\x9f\x91\x86
2291;u+0001f446u+0001f3fc;\xf0\x9f\x91\x86\xf0\x9f\x8f\xbc
2292;u+0001f446;\xf0\x9f\x91\x86
2293;u+0001f446u+0001f3fd;\xf0\x9f\x91\x86\xf0\x9f\x8f\xbd
2294;u+0001f446;\xf0\x9f\x91\x86
2295;u+0001f446u+0001f3fe;\xf0\x9f\x91\x86\xf0\x9f\x8f\xbe
2296;u+0001f446;\xf0\x9f\x91\x86
2297;u+0001f446u+0001f3ff;\xf0\x9f\x91\x86\xf0\x9f\x8f\xbf
2298;u+0001f447;\xf0\x9f\x91\x87
2299;u+0001f447u+0001f3fb;\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb
2300;u+0001f447;\xf0\x9f\x91\x87
2301;u+0001f447u+0001f3fc;\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc
2302;u+0001f447;\xf0\x9f\x91\x87
2303;u+0001f447u+0001f3fd;\xf0\x9f\x91\x87\xf0\x9f\x8f\xbd
2304;u+0001f447;\xf0\x9f\x91\x87
2305;u+0001f447u+0001f3fe;\xf0\x9f\x91\x87\xf0\x9f\x8f\xbe
2306;u+0001f447;\xf0\x9f\x91\x87
2307;u+0001f447u+0001f3ff;\xf0\x9f\x91\x87\xf0\x9f\x8f\xbf
2308;u+0001f448;\xf0\x9f\x91\x88
2309;u+0001f448u+0001f3fb;\xf0\x9f\x91\x88\xf0\x9f\x8f\xbb
2310;u+0001f448;\xf0\x9f\x91\x88
2311;u+0001f448u+0001f3fc;\xf0\x9f\x91\x88\xf0\x9f\x8f\xbc
2312;u+0001f448;\xf0\x9f\x91\x88
2313;u+0001f448u+0001f3fd;\xf0\x9f\x91\x88\xf0\x9f\x8f\xbd
2314;u+0001f448;\xf0\x9f\x91\x88
2315;u+0001f448u+0001f3fe;\xf0\x9f\x91\x88\xf0\x9f\x8f\xbe
2316;u+0001f448;\xf0\x9f\x91\x88
2317;u+0001f448u+0001f3ff;\xf0\x9f\x91\x88\xf0\x9f\x8f\xbf
2318;u+0001f449;\xf0\x9f\x91\x89
2319;u+0001f449u+0001f3fb;\xf0\x9f\x91\x89\xf0\x9f\x8f\xbb
2320;u+0001f449;\xf0\x9f\x91\x89
2321;u+0001f449u+0001f3fc;\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc
2322;u+0001f449;\xf0\x9f\x91\x89
2323;u+0001f449u+0001f3fd;\xf0\x9f\x91\x89\xf0\x9f\x8f\xbd
2324;u+0001f449;\xf0\x9f\x91\x89
2325;u+0001f449u+0001f3fe;\xf0\x9f\x91\x89\xf0\x9f\x8f\xbe
2326;u+0001f449;\xf0\x9f\x91\x89
2327;u+0001f449u+0001f3ff;\xf0\x9f\x91\x89\xf0\x9f\x8f\xbf
2328;u+0001f44a;\xf0\x9f\x91\x8a
2329;u+0001f44au+0001f3fb;\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbb
2330;u+0001f44a;\xf0\x9f\x91\x8a
2331;u+0001f44au+0001f3fc;\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbc
2332;u+0001f44a;\xf0\x9f\x91\x8a
2333;u+0001f44au+0001f3fd;\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbd
2334;u+0001f44a;\xf0\x9f\x91\x8a
2335;u+0001f44au+0001f3fe;\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe
2336;u+0001f44a;\xf0\x9f\x91\x8a
2337;u+0001f44au+0001f3ff;\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbf
2338;u+0001f44b;\xf0\x9f\x91\x8b
2339;u+0001f44bu+0001f3fb;\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb
2340;u+0001f44b;\xf0\x9f\x91\x8b
2341;u+0001f44bu+0001f3fc;\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbc
2342;u+0001f44b;\xf0\x9f\x91\x8b
2343;u+0001f44bu+0001f3fd;\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbd
2344;u+0001f44b;\xf0\x9f\x91\x8b
2345;u+0001f44bu+0001f3fe;\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbe
2346;u+0001f44b;\xf0\x9f\x91\x8b
2347;u+0001f44bu+0001f3ff;\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbf
2348;u+0001f44c;\xf0\x9f\x91\x8c
2349;u+0001f44cu+0001f3fb;\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb
2350;u+0001f44c;\xf0\x9f\x91\x8c
2351;u+0001f44cu+0001f3fc;\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc
2352;u+0001f44c;\xf0\x9f\x91\x8c
2353;u+0001f44cu+0001f3fd;\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbd
2354;u+0001f44c;\xf0\x9f\x91\x8c
2355;u+0001f44cu+0001f3fe;\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbe
2356;u+0001f44c;\xf0\x9f\x91\x8c
2357;u+0001f44cu+0001f3ff;\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbf
2358;u+0001f44d;\xf0\x9f\x91\x8d
2359;u+0001f44du+0001f3fb;\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb
2360;u+0001f44d;\xf0\x9f\x91\x8d
2361;u+0001f44du+0001f3fc;\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc
2362;u+0001f44d;\xf0\x9f\x91\x8d
2363;u+0001f44du+0001f3fd;\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbd
2364;u+0001f44d;\xf0\x9f\x91\x8d
2365;u+0001f44du+0001f3fe;\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbe
2366;u+0001f44d;\xf0\x9f\x91\x8d
2367;u+0001f44du+0001f3ff;\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbf
2368;u+0001f44e;\xf0\x9f\x91\x8e
2369;u+0001f44eu+0001f3fb;\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbb
2370;u+0001f44e;\xf0\x9f\x91\x8e
2371;u+0001f44eu+0001f3fc;\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbc
2372;u+0001f44e;\xf0\x9f\x91\x8e
2373;u+0001f44eu+0001f3fd;\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbd
2374;u+0001f44e;\xf0\x9f\x91\x8e
2375;u+0001f44eu+0001f3fe;\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbe
2376;u+0001f44e;\xf0\x9f\x91\x8e
2377;u+0001f44eu+0001f3ff;\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbf
2378;u+0001f44f;\xf0\x9f\x91\x8f
2379;u+0001f44fu+0001f3fb;\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb
2380;u+0001f44f;\xf0\x9f\x91\x8f
2381;u+0001f44fu+0001f3fc;\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc
2382;u+0001f44f;\xf0\x9f\x91\x8f
2383;u+0001f44fu+0001f3fd;\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd
2384;u+0001f44f;\xf0\x9f\x91\x8f
2385;u+0001f44fu+0001f3fe;\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe
2386;u+0001f44f;\xf0\x9f\x91\x8f
2387;u+0001f44fu+0001f3ff;\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbf
2388;u+0001f450;\xf0\x9f\x91\x90
2389;u+0001f450u+0001f3fb;\xf0\x9f\x91\x90\xf0\x9f\x8f\xbb
2390;u+0001f450;\xf0\x9f\x91\x90
2391;u+0001f450u+0001f3fc;\xf0\x9f\x91\x90\xf0\x9f\x8f\xbc
2392;u+0001f450;\xf0\x9f\x91\x90
2393;u+0001f450u+0001f3fd;\xf0\x9f\x91\x90\xf0\x9f\x8f\xbd
2394;u+0001f450;\xf0\x9f\x91\x90
2395;u+0001f450u+0001f3fe;\xf0\x9f\x91\x90\xf0\x9f\x8f\xbe
2396;u+0001f450;\xf0\x9f\x91\x90
2397;u+0001f450u+0001f3ff;\xf0\x9f\x91\x90\xf0\x9f\x8f\xbf
2398;u+0001f466;\xf0\x9f\x91\xa6
2399;u+0001f466u+0001f3fb;\xf0\x9f\x91\xa6\xf0\x9f\x8f\xbb
2400;u+0001f466;\xf0\x9f\x91\xa6
2401;u+0001f466u+0001f3fc;\xf0\x9f\x91\xa6\xf0\x9f\x8f\xbc
2402;u+0001f466;\xf0\x9f\x91\xa6
2403;u+0001f466u+0001f3fd;\xf0\x9f\x91\xa6\xf0\x9f\x8f\xbd
2404;u+0001f466;\xf0\x9f\x91\xa6
2405;u+0001f466u+0001f3fe;\xf0\x9f\x91\xa6\xf0\x9f\x8f\xbe
2406;u+0001f466;\xf0\x9f\x91\xa6
2407;u+0001f466u+0001f3ff;\xf0\x9f\x91\xa6\xf0\x9f\x8f\xbf
2408;u+0001f467;\xf0\x9f\x91\xa7
2409;u+0001f467u+0001f3fb;\xf0\x9f\x91\xa7\xf0\x9f\x8f\xbb
2410;u+0001f467;\xf0\x9f\x91\xa7
2411;u+0001f467u+0001f3fc;\xf0\x9f\x91\xa7\xf0\x9f\x8f\xbc
2412;u+0001f467;\xf0\x9f\x91\xa7
2413;u+0001f467u+0001f3fd;\xf0\x9f\x91\xa7\xf0\x9f\x8f\xbd
2414;u+0001f467;\xf0\x9f\x91\xa7
2415;u+0001f467u+0001f3fe;\xf0\x9f\x91\xa7\xf0\x9f\x8f\xbe
2416;u+0001f467;\xf0\x9f\x91\xa7
2417;u+0001f467u+0001f3ff;\xf0\x9f\x91\xa7\xf0\x9f\x8f\xbf
2418;u+0001f468;\xf0\x9f\x91\xa8
2419;u+0001f468u+0001f3fb;\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb
2420;u+0001f468;\xf0\x9f\x91\xa8
2421;u+0001f468u+0001f3fc;\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc
2422;u+0001f468;\xf0\x9f\x91\xa8
2423;u+0001f468u+0001f3fd;\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd
2424;u+0001f468;\xf0\x9f\x91\xa8
2425;u+0001f468u+0001f3fe;\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe
2426;u+0001f468;\xf0\x9f\x91\xa8
2427;u+0001f468u+0001f3ff;\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf
2428;u+0001f469;\xf0\x9f\x91\xa9
2429;u+0001f469u+0001f3fb;\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb
2430;u+0001f469;\xf0\x9f\x91\xa9
2431;u+0001f469u+0001f3fc;\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc
2432;u+0001f469;\xf0\x9f\x91\xa9
2433;u+0001f469u+0001f3fd;\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd
2434;u+0001f469;\xf0\x9f\x91\xa9
2435;u+0001f469u+0001f3fe;\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe
2436;u+0001f469;\xf0\x9f\x91\xa9
2437;u+0001f469u+0001f3ff;\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf
2438;u+0001f46b;\xf0\x9f\x91\xab
2439;u+0001f46bu+0001f3fb;\xf0\x9f\x91\xab\xf0\x9f\x8f\xbb
2440;u+0001f46b;\xf0\x9f\x91\xab
2441;u+0001f46bu+0001f3fc;\xf0\x9f\x91\xab\xf0\x9f\x8f\xbc
2442;u+0001f46b;\xf0\x9f\x91\xab
2443;u+0001f46bu+0001f3fd;\xf0\x9f\x91\xab\xf0\x9f\x8f\xbd
2444;u+0001f46b;\xf0\x9f\x91\xab
2445;u+0001f46bu+0001f3fe;\xf0\x9f\x91\xab\xf0\x9f\x8f\xbe
2446;u+0001f46b;\xf0\x9f\x91\xab
2447;u+0001f46bu+0001f3ff;\xf0\x9f\x91\xab\xf0\x9f\x8f\xbf
2448;u+0001f46c;\xf0\x9f\x91\xac
2449;u+0001f46cu+0001f3fb;\xf0\x9f\x91\xac\xf0\x9f\x8f\xbb
2450;u+0001f46c;\xf0\x9f\x91\xac
2451;u+0001f46cu+0001f3fc;\xf0\x9f\x91\xac\xf0\x9f\x8f\xbc
2452;u+0001f46c;\xf0\x9f\x91\xac
2453;u+0001f46cu+0001f3fd;\xf0\x9f\x91\xac\xf0\x9f\x8f\xbd
2454;u+0001f46c;\xf0\x9f\x91\xac
2455;u+0001f46cu+0001f3fe;\xf0\x9f\x91\xac\xf0\x9f\x8f\xbe
2456;u+0001f46c;\xf0\x9f\x91\xac
2457;u+0001f46cu+0001f3ff;\xf0\x9f\x91\xac\xf0\x9f\x8f\xbf
2458;u+0001f46d;\xf0\x9f\x91\xad
2459;u+0001f46du+0001f3fb;\xf0\x9f\x91\xad\xf0\x9f\x8f\xbb
2460;u+0001f46d;\xf0\x9f\x91\xad
2461;u+0001f46du+0001f3fc;\xf0\x9f\x91\xad\xf0\x9f\x8f\xbc
2462;u+0001f46d;\xf0\x9f\x91\xad
2463;u+0001f46du+0001f3fd;\xf0\x9f\x91\xad\xf0\x9f\x8f\xbd
2464;u+0001f46d;\xf0\x9f\x91\xad
2465;u+0001f46du+0001f3fe;\xf0\x9f\x91\xad\xf0\x9f\x8f\xbe
2466;u+0001f46d;\xf0\x9f\x91\xad
2467;u+0001f46du+0001f3ff;\xf0\x9f\x91\xad\xf0\x9f\x8f\xbf
2468;u+0001f46e;\xf0\x9f\x91\xae
2469;u+0001f46eu+0001f3fb;\xf0\x9f\x91\xae\xf0\x9f\x8f\xbb
2470;u+0001f46e;\xf0\x9f\x91\xae
2471;u+0001f46eu+0001f3fc;\xf0\x9f\x91\xae\xf0\x9f\x8f\xbc
2472;u+0001f46e;\xf0\x9f\x91\xae
2473;u+0001f46eu+0001f3fd;\xf0\x9f\x91\xae\xf0\x9f\x8f\xbd
2474;u+0001f46e;\xf0\x9f\x91\xae
2475;u+0001f46eu+0001f3fe;\xf0\x9f\x91\xae\xf0\x9f\x8f\xbe
2476;u+0001f46e;\xf0\x9f\x91\xae
2477;u+0001f46eu+0001f3ff;\xf0\x9f\x91\xae\xf0\x9f\x8f\xbf
2478;u+0001f470;\xf0\x9f\x91\xb0
2479;u+0001f470u+0001f3fb;\xf0\x9f\x91\xb0\xf0\x9f\x8f\xbb
2480;u+0001f470;\xf0\x9f\x91\xb0
2481;u+0001f470u+0001f3fc;\xf0\x9f\x91\xb0\xf0\x9f\x8f\xbc
2482;u+0001f470;\xf0\x9f\x91\xb0
2483;u+0001f470u+0001f3fd;\xf0\x9f\x91\xb0\xf0\x9f\x8f\xbd
2484;u+0001f470;\xf0\x9f\x91\xb0
2485;u+0001f470u+0001f3fe;\xf0\x9f\x91\xb0\xf0\x9f\x8f\xbe
2486;u+0001f470;\xf0\x9f\x91\xb0
2487;u+0001f470u+0001f3ff;\xf0\x9f\x91\xb0\xf0\x9f\x8f\xbf
2488;u+0001f471;\xf0\x9f\x91\xb1
2489;u+0001f471u+0001f3fb;\xf0\x9f\x91\xb1\xf0\x9f\x8f\xbb
2490;u+0001f471;\xf0\x9f\x91\xb1
2491;u+0001f471u+0001f3fc;\xf0\x9f\x91\xb1\xf0\x9f\x8f\xbc
2492;u+0001f471;\xf0\x9f\x91\xb1
2493;u+0001f471u+0001f3fd;\xf0\x9f\x91\xb1\xf0\x9f\x8f\xbd
2494;u+0001f471;\xf0\x9f\x91\xb1
2495;u+0001f471u+0001f3fe;\xf0\x9f\x91\xb1\xf0\x9f\x8f\xbe
2496;u+0001f471;\xf0\x9f\x91\xb1
2497;u+0001f471u+0001f3ff;\xf0\x9f\x91\xb1\xf0\x9f\x8f\xbf
2498;u+0001f472;\xf0\x9f\x91\xb2
2499;u+0001f472u+0001f3fb;\xf0\x9f\x91\xb2\xf0\x9f\x8f\xbb
2500;u+0001f472;\xf0\x9f\x91\xb2
2501;u+0001f472u+0001f3fc;\xf0\x9f\x91\xb2\xf0\x9f\x8f\xbc
2502;u+0001f472;\xf0\x9f\x91\xb2
2503;u+0001f472u+0001f3fd;\xf0\x9f\x91\xb2\xf0\x9f\x8f\xbd
2504;u+0001f472;\xf0\x9f\x91\xb2
2505;u+0001f472u+0001f3fe;\xf0\x9f\x91\xb2\xf0\x9f\x8f\xbe
2506;u+0001f472;\xf0\x9f\x91\xb2
2507;u+0001f472u+0001f3ff;\xf0\x9f\x91\xb2\xf0\x9f\x8f\xbf
2508;u+0001f473;\xf0\x9f\x91\xb3
2509;u+0001f473u+0001f3fb;\xf0\x9f\x91\xb3\xf0\x9f\x8f\xbb
2510;u+0001f473;\xf0\x9f\x91\xb3
2511;u+0001f473u+0001f3fc;\xf0\x9f\x91\xb3\xf0\x9f\x8f\xbc
2512;u+0001f473;\xf0\x9f\x91\xb3
2513;u+0001f473u+0001f3fd;\xf0\x9f\x91\xb3\xf0\x9f\x8f\xbd
2514;u+0001f473;\xf0\x9f\x91\xb3
2515;u+0001f473u+0001f3fe;\xf0\x9f\x91\xb3\xf0\x9f\x8f\xbe
2516;u+0001f473;\xf0\x9f\x91\xb3
2517;u+0001f473u+0001f3ff;\xf0\x9f\x91\xb3\xf0\x9f\x8f\xbf
2518;u+0001f474;\xf0\x9f\x91\xb4
2519;u+0001f474u+0001f3fb;\xf0\x9f\x91\xb4\xf0\x9f\x8f\xbb
2520;u+0001f474;\xf0\x9f\x91\xb4
2521;u+0001f474u+0001f3fc;\xf0\x9f\x91\xb4\xf0\x9f\x8f\xbc
2522;u+0001f474;\xf0\x9f\x91\xb4
2523;u+0001f474u+0001f3fd;\xf0\x9f\x91\xb4\xf0\x9f\x8f\xbd
2524;u+0001f474;\xf0\x9f\x91\xb4
2525;u+0001f474u+0001f3fe;\xf0\x9f\x91\xb4\xf0\x9f\x8f\xbe
2526;u+0001f474;\xf0\x9f\x91\xb4
2527;u+0001f474u+0001f3ff;\xf0\x9f\x91\xb4\xf0\x9f\x8f\xbf
2528;u+0001f475;\xf0\x9f\x91\xb5
2529;u+0001f475u+0001f3fb;\xf0\x9f\x91\xb5\xf0\x9f\x8f\xbb
2530;u+0001f475;\xf0\x9f\x91\xb5
2531;u+0001f475u+0001f3fc;\xf0\x9f\x91\xb5\xf0\x9f\x8f\xbc
2532;u+0001f475;\xf0\x9f\x91\xb5
2533;u+0001f475u+0001f3fd;\xf0\x9f\x91\xb5\xf0\x9f\x8f\xbd
2534;u+0001f475;\xf0\x9f\x91\xb5
2535;u+0001f475u+0001f3fe;\xf0\x9f\x91\xb5\xf0\x9f\x8f\xbe
2536;u+0001f475;\xf0\x9f\x91\xb5
2537;u+0001f475u+0001f3ff;\xf0\x9f\x91\xb5\xf0\x9f\x8f\xbf
2538;u+0001f476;\xf0\x9f\x91\xb6
2539;u+0001f476u+0001f3fb;\xf0\x9f\x91\xb6\xf0\x9f\x8f\xbb
2540;u+0001f476;\xf0\x9f\x91\xb6
2541;u+0001f476u+0001f3fc;\xf0\x9f\x91\xb6\xf0\x9f\x8f\xbc
2542;u+0001f476;\xf0\x9f\x91\xb6
2543;u+0001f476u+0001f3fd;\xf0\x9f\x91\xb6\xf0\x9f\x8f\xbd
2544;u+0001f476;\xf0\x9f\x91\xb6
2545;u+0001f476u+0001f3fe;\xf0\x9f\x91\xb6\xf0\x9f\x8f\xbe
2546;u+0001f476;\xf0\x9f\x91\xb6
2547;u+0001f476u+0001f3ff;\xf0\x9f\x91\xb6\xf0\x9f\x8f\xbf
2548;u+0001f477;\xf0\x9f\x91\xb7
2549;u+0001f477u+0001f3fb;\xf0\x9f\x91\xb7\xf0\x9f\x8f\xbb
2550;u+0001f477;\xf0\x9f\x91\xb7
2551;u+0001f477u+0001f3fc;\xf0\x9f\x91\xb7\xf0\x9f\x8f\xbc
2552;u+0001f477;\xf0\x9f\x91\xb7
2553;u+0001f477u+0001f3fd;\xf0\x9f\x91\xb7\xf0\x9f\x8f\xbd
2554;u+0001f477;\xf0\x9f\x91\xb7
2555;u+0001f477u+0001f3fe;\xf0\x9f\x91\xb7\xf0\x9f\x8f\xbe
2556;u+0001f477;\xf0\x9f\x91\xb7
2557;u+0001f477u+0001f3ff;\xf0\x9f\x91\xb7\xf0\x9f\x8f\xbf
2558;u+0001f478;\xf0\x9f\x91\xb8
2559;u+0001f478u+0001f3fb;\xf0\x9f\x91\xb8\xf0\x9f\x8f\xbb
2560;u+0001f478;\xf0\x9f\x91\xb8
2561;u+0001f478u+0001f3fc;\xf0\x9f\x91\xb8\xf0\x9f\x8f\xbc
2562;u+0001f478;\xf0\x9f\x91\xb8
2563;u+0001f478u+0001f3fd;\xf0\x9f\x91\xb8\xf0\x9f\x8f\xbd
2564;u+0001f478;\xf0\x9f\x91\xb8
2565;u+0001f478u+0001f3fe;\xf0\x9f\x91\xb8\xf0\x9f\x8f\xbe
2566;u+0001f478;\xf0\x9f\x91\xb8
2567;u+0001f478u+0001f3ff;\xf0\x9f\x91\xb8\xf0\x9f\x8f\xbf
2568;u+0001f47c;\xf0\x9f\x91\xbc
2569;u+0001f47cu+0001f3fb;\xf0\x9f\x91\xbc\xf0\x9f\x8f\xbb
2570;u+0001f47c;\xf0\x9f\x91\xbc
2571;u+0001f47cu+0001f3fc;\xf0\x9f\x91\xbc\xf0\x9f\x8f\xbc
2572;u+0001f47c;\xf0\x9f\x91\xbc
2573;u+0001f47cu+0001f3fd;\xf0\x9f\x91\xbc\xf0\x9f\x8f\xbd
2574;u+0001f47c;\xf0\x9f\x91\xbc
2575;u+0001f47cu+0001f3fe;\xf0\x9f\x91\xbc\xf0\x9f\x8f\xbe
2576;u+0001f47c;\xf0\x9f\x91\xbc
2577;u+0001f47cu+0001f3ff;\xf0\x9f\x91\xbc\xf0\x9f\x8f\xbf
2578;u+0001f481;\xf0\x9f\x92\x81
2579;u+0001f481u+0001f3fb;\xf0\x9f\x92\x81\xf0\x9f\x8f\xbb
2580;u+0001f481;\xf0\x9f\x92\x81
2581;u+0001f481u+0001f3fc;\xf0\x9f\x92\x81\xf0\x9f\x8f\xbc
2582;u+0001f481;\xf0\x9f\x92\x81
2583;u+0001f481u+0001f3fd;\xf0\x9f\x92\x81\xf0\x9f\x8f\xbd
2584;u+0001f481;\xf0\x9f\x92\x81
2585;u+0001f481u+0001f3fe;\xf0\x9f\x92\x81\xf0\x9f\x8f\xbe
2586;u+0001f481;\xf0\x9f\x92\x81
2587;u+0001f481u+0001f3ff;\xf0\x9f\x92\x81\xf0\x9f\x8f\xbf
2588;u+0001f482;\xf0\x9f\x92\x82
2589;u+0001f482u+0001f3fb;\xf0\x9f\x92\x82\xf0\x9f\x8f\xbb
2590;u+0001f482;\xf0\x9f\x92\x82
2591;u+0001f482u+0001f3fc;\xf0\x9f\x92\x82\xf0\x9f\x8f\xbc
2592;u+0001f482;\xf0\x9f\x92\x82
2593;u+0001f482u+0001f3fd;\xf0\x9f\x92\x82\xf0\x9f\x8f\xbd
2594;u+0001f482;\xf0\x9f\x92\x82
2595;u+0001f482u+0001f3fe;\xf0\x9f\x92\x82\xf0\x9f\x8f\xbe
2596;u+0001f482;\xf0\x9f\x92\x82
2597;u+0001f482u+0001f3ff;\xf0\x9f\x92\x82\xf0\x9f\x8f\xbf
2598;u+0001f483;\xf0\x9f\x92\x83
2599;u+0001f483u+0001f3fb;\xf0\x9f\x92\x83\xf0\x9f\x8f\xbb
2600;u+0001f483;\xf0\x9f\x92\x83
2601;u+0001f483u+0001f3fc;\xf0\x9f\x92\x83\xf0\x9f\x8f\xbc
2602;u+0001f483;\xf0\x9f\x92\x83
